OrderID,OrderDate,ShipDate,ShipMode,CustomerID,Sales,Quantity,Discount,Profit,ProductCount
US-2014-112200,2014-11-22 00:00:00.000000,2014-11-28 00:00:00.000000,Standard Class,TC-21475,9.98,5,0.8,-16.467,1
CA-2017-110212,2017-05-01 00:00:00.000000,2017-05-05 00:00:00.000000,Standard Class,SJ-20125,48.9,5,0.0,18.093,1
CA-2017-134285,2017-12-07 00:00:00.000000,2017-12-12 00:00:00.000000,Standard Class,DS-13180,19.104,6,0.4,6.6864,2
CA-2017-102267,2017-11-30 00:00:00.000000,2017-12-04 00:00:00.000000,Standard Class,SC-20800,2.368,2,0.2,0.8288,1
CA-2017-157980,2017-12-07 00:00:00.000000,2017-12-09 00:00:00.000000,First Class,SH-20395,127.984,2,0.2,25.5968,1
CA-2015-121097,2015-01-03 00:00:00.000000,2015-01-08 00:00:00.000000,Standard Class,SF-20965,10.368,2,0.2,3.6288,1
CA-2015-151043,2015-11-14 00:00:00.000000,2015-11-20 00:00:00.000000,Standard Class,MG-17680,47.984,2,0.2,-1.1996,1
US-2015-119312,2015-10-02 00:00:00.000000,2015-10-07 00:00:00.000000,Second Class,CS-12400,270.34,14,0.0,75.6952,1
CA-2015-167010,2015-04-05 00:00:00.000000,2015-04-10 00:00:00.000000,Standard Class,VT-21700,1636.356,32,2.8000000000000003,-257.9199,8
CA-2017-126788,2017-06-05 00:00:00.000000,2017-06-06 00:00:00.000000,First Class,AB-10105,470.376,3,0.2,52.9173,1
CA-2017-148068,2017-09-18 00:00:00.000000,2017-09-25 00:00:00.000000,Standard Class,MM-18280,29.26,5,0.0,12.571800000000001,2
US-2017-142573,2017-07-18 00:00:00.000000,2017-07-23 00:00:00.000000,Standard Class,ML-17410,1298.896,16,1.7999999999999998,-482.5883,5
US-2015-148817,2015-12-01 00:00:00.000000,2015-12-07 00:00:00.000000,Standard Class,KD-16495,125.64,8,0.0,47.3544,2
CA-2016-110044,2016-06-28 00:00:00.000000,2016-07-02 00:00:00.000000,Second Class,RF-19735,359.976,3,0.2,35.9976,1
CA-2017-146920,2017-08-28 00:00:00.000000,2017-09-01 00:00:00.000000,Standard Class,SC-20305,52.064,11,0.4,17.272,2
CA-2014-103940,2014-09-17 00:00:00.000000,2014-09-21 00:00:00.000000,Standard Class,BN-11515,260.79,12,0.2,77.17930000000001,4
CA-2016-162082,2016-03-14 00:00:00.000000,2016-03-17 00:00:00.000000,First Class,JS-15880,392.06,13,0.72,4.056899999999999,3
CA-2016-132094,2016-08-26 00:00:00.000000,2016-09-02 00:00:00.000000,Standard Class,VG-21805,53.456,5,0.4,14.837200000000001,2
CA-2017-123001,2017-09-02 00:00:00.000000,2017-09-08 00:00:00.000000,Standard Class,AW-10840,284.98400000000004,12,0.2,52.325,3
CA-2015-118955,2015-06-16 00:00:00.000000,2015-06-20 00:00:00.000000,Standard Class,LS-17230,253.34000000000003,8,0.7,-6.1662,3
US-2016-143448,2016-12-10 00:00:00.000000,2016-12-10 00:00:00.000000,Same Day,MH-17455,1424.9,5,0.0,356.225,1
CA-2017-117863,2017-05-18 00:00:00.000000,2017-05-23 00:00:00.000000,Standard Class,TS-21340,17.608,3,0.2,7.289499999999999,2
CA-2017-160458,2017-05-27 00:00:00.000000,2017-05-29 00:00:00.000000,Second Class,EH-13945,25.92,5,0.2,9.072,1
US-2016-142685,2016-06-23 00:00:00.000000,2016-06-30 00:00:00.000000,Standard Class,MG-17695,835.17,7,0.0,16.7034,1
CA-2016-133144,2016-05-16 00:00:00.000000,2016-05-21 00:00:00.000000,Second Class,DO-13435,17.34,3,0.0,8.4966,1
CA-2017-167871,2017-11-18 00:00:00.000000,2017-11-23 00:00:00.000000,Standard Class,AF-10870,47.328,2,0.4,14.872,2
CA-2016-119963,2016-11-18 00:00:00.000000,2016-11-22 00:00:00.000000,Standard Class,SN-20710,329.972,12,0.9000000000000001,5.319599999999998,4
CA-2014-121167,2014-11-28 00:00:00.000000,2014-11-30 00:00:00.000000,Second Class,MO-17500,17.248,2,0.2,6.0368,1
US-2016-151862,2016-03-01 00:00:00.000000,2016-03-08 00:00:00.000000,Standard Class,ON-18715,159.984,2,0.2,13.9986,1
CA-2017-152961,2017-01-15 00:00:00.000000,2017-01-19 00:00:00.000000,Standard Class,SC-20095,12.7,2,0.0,5.842,1
CA-2014-133228,2014-04-04 00:00:00.000000,2014-04-09 00:00:00.000000,Standard Class,MS-17710,84.83,5,0.0,26.1601,2
CA-2016-114951,2016-06-26 00:00:00.000000,2016-07-03 00:00:00.000000,Standard Class,DN-13690,22.14,3,0.0,6.4206,1
CA-2016-156573,2016-05-29 00:00:00.000000,2016-06-02 00:00:00.000000,Standard Class,RB-19360,60.485,8,1.0999999999999999,6.234900000000001,3
CA-2015-113901,2015-10-19 00:00:00.000000,2015-10-24 00:00:00.000000,Standard Class,NH-18610,188.23,11,0.0,62.5938,2
CA-2017-134838,2017-02-19 00:00:00.000000,2017-02-20 00:00:00.000000,First Class,ED-13885,57.510000000000005,6,0.0,15.5277,2
CA-2016-120257,2016-09-22 00:00:00.000000,2016-09-28 00:00:00.000000,Standard Class,PW-19240,7.872,3,0.2,0.8856,1
CA-2014-164910,2014-11-12 00:00:00.000000,2014-11-17 00:00:00.000000,Second Class,DM-13345,7.872,3,0.2,0.8856,1
CA-2016-149902,2016-04-01 00:00:00.000000,2016-04-06 00:00:00.000000,Standard Class,DW-13540,88.04,4,0.0,22.8904,1
CA-2016-146010,2016-05-20 00:00:00.000000,2016-05-23 00:00:00.000000,First Class,EH-14125,40.635,7,0.7,-32.508,1
US-2015-163685,2015-06-01 00:00:00.000000,2015-06-05 00:00:00.000000,Standard Class,KE-16420,47.968,18,1.0,4.0352,2
CA-2014-135090,2014-11-22 00:00:00.000000,2014-11-26 00:00:00.000000,Standard Class,SP-20920,53.82,9,0.0,24.219,1
CA-2015-132374,2015-02-22 00:00:00.000000,2015-02-24 00:00:00.000000,Second Class,PS-19045,79.36,4,0.0,20.6336,1
CA-2016-167556,2016-03-29 00:00:00.000000,2016-04-02 00:00:00.000000,Standard Class,JM-15250,498.60799999999995,22,0.4,155.2339,4
US-2016-116400,2016-10-22 00:00:00.000000,2016-10-24 00:00:00.000000,First Class,EB-13930,39.92,4,0.0,11.1776,1
CA-2017-101308,2017-10-02 00:00:00.000000,2017-10-07 00:00:00.000000,Standard Class,FG-14260,93.724,5,0.2,-16.023799999999998,2
CA-2014-114517,2014-12-23 00:00:00.000000,2014-12-27 00:00:00.000000,Standard Class,TH-21235,109.83600000000001,5,0.4,-3.7235999999999994,2
CA-2017-119564,2017-12-15 00:00:00.000000,2017-12-20 00:00:00.000000,Standard Class,PL-18925,22.77,3,0.0,9.7911,1
CA-2016-135265,2016-07-07 00:00:00.000000,2016-07-09 00:00:00.000000,Second Class,CC-12370,3136.868,10,0.4,965.8569,3
CA-2016-108735,2016-04-17 00:00:00.000000,2016-04-21 00:00:00.000000,Standard Class,JM-15535,257.499,3,0.15,24.2352,1
CA-2017-112333,2017-04-08 00:00:00.000000,2017-04-14 00:00:00.000000,Standard Class,KF-16285,2633.5099999999998,9,0.0,632.4618999999999,2
US-2016-159415,2016-04-17 00:00:00.000000,2016-04-22 00:00:00.000000,Standard Class,CS-12175,79.12,5,0.2,13.846,1
CA-2014-122588,2014-11-25 00:00:00.000000,2014-11-27 00:00:00.000000,Second Class,AR-10540,52.96,2,0.0,20.1248,1
CA-2014-137589,2014-11-03 00:00:00.000000,2014-11-08 00:00:00.000000,Standard Class,MS-17770,286.344,3,0.2,-64.4274,1
CA-2015-161998,2015-05-01 00:00:00.000000,2015-05-05 00:00:00.000000,Standard Class,DB-13120,277.632,12,0.6000000000000001,29.748,3
CA-2015-105627,2015-03-08 00:00:00.000000,2015-03-12 00:00:00.000000,Standard Class,DK-12895,2531.8799999999997,22,0.0,596.7203,5
US-2015-149629,2015-07-17 00:00:00.000000,2015-07-20 00:00:00.000000,Second Class,MP-17965,231.92,5,0.2,5.798,1
CA-2014-116834,2014-10-11 00:00:00.000000,2014-10-16 00:00:00.000000,Standard Class,Dp-13240,408.47,16,0.0,77.691,2
CA-2016-145730,2016-03-03 00:00:00.000000,2016-03-08 00:00:00.000000,Standard Class,CC-12220,962.4060000000001,9,0.8999999999999999,-82.0947,3
US-2015-168732,2015-12-10 00:00:00.000000,2015-12-16 00:00:00.000000,Standard Class,KM-16660,129.64,11,0.0,34.3474,3
CA-2015-107468,2015-12-18 00:00:00.000000,2015-12-22 00:00:00.000000,Standard Class,MK-17905,6.848,2,0.2,0.5992,1
CA-2017-144463,2017-01-01 00:00:00.000000,2017-01-05 00:00:00.000000,Standard Class,SC-20725,474.43,11,0.0,199.2606,1
CA-2017-100811,2017-11-21 00:00:00.000000,2017-11-24 00:00:00.000000,First Class,CC-12475,47.744,6,0.4,6.5696,2
CA-2015-153612,2015-12-22 00:00:00.000000,2015-12-27 00:00:00.000000,Standard Class,BT-11305,17.12,4,0.0,4.9648,1
CA-2015-165624,2015-08-23 00:00:00.000000,2015-08-28 00:00:00.000000,Standard Class,FH-14350,1142.43,30,0.0,364.3753,7
CA-2014-154963,2014-06-22 00:00:00.000000,2014-06-27 00:00:00.000000,Standard Class,AA-10645,1106.77,11,1.0,-20.0355,3
CA-2017-130764,2017-10-27 00:00:00.000000,2017-10-28 00:00:00.000000,First Class,JO-15145,652.505,9,0.35,41.291,2
CA-2017-139311,2017-08-11 00:00:00.000000,2017-08-13 00:00:00.000000,First Class,SF-20965,205.29600000000002,21,1.4000000000000001,3.8081999999999994,4
CA-2017-124296,2017-12-24 00:00:00.000000,2017-12-28 00:00:00.000000,Standard Class,CS-12355,712.85,7,0.0,300.53380000000004,2
CA-2016-169957,2016-09-26 00:00:00.000000,2016-09-30 00:00:00.000000,Standard Class,SN-20710,366.78,15,0.0,101.9774,3
US-2016-108777,2016-12-12 00:00:00.000000,2016-12-12 00:00:00.000000,Same Day,JM-15655,402.645,9,0.8999999999999999,62.45910000000001,2
CA-2015-148859,2015-12-28 00:00:00.000000,2016-01-01 00:00:00.000000,Standard Class,FH-14350,24.816,2,0.2,1.551,1
CA-2014-110786,2014-12-29 00:00:00.000000,2015-01-02 00:00:00.000000,Standard Class,AJ-10795,1365.6299999999999,36,0.6000000000000001,479.9496000000001,7
CA-2015-137750,2015-06-25 00:00:00.000000,2015-06-30 00:00:00.000000,Standard Class,JF-15565,204.85,5,0.0,57.358,1
CA-2015-136378,2015-04-02 00:00:00.000000,2015-04-07 00:00:00.000000,Standard Class,CS-11845,9.156,3,0.8,-13.734,1
CA-2017-100356,2017-10-21 00:00:00.000000,2017-10-25 00:00:00.000000,Standard Class,SP-20920,23.992,2,0.8,-62.3792,1
US-2015-166520,2015-07-16 00:00:00.000000,2015-07-19 00:00:00.000000,First Class,KE-16420,680.78,13,0.0,231.5992,2
CA-2017-136350,2017-06-24 00:00:00.000000,2017-06-26 00:00:00.000000,Second Class,GA-14515,449.454,5,0.1,82.4374,2
CA-2014-122931,2014-09-29 00:00:00.000000,2014-10-03 00:00:00.000000,Standard Class,SM-20950,2358.672,27,1.6,-413.5152,6
CA-2014-163034,2014-11-24 00:00:00.000000,2014-11-28 00:00:00.000000,Standard Class,DK-12985,646.2,5,0.2,-8.0775,1
CA-2015-124058,2015-11-20 00:00:00.000000,2015-11-24 00:00:00.000000,Standard Class,LC-16885,644.904,10,0.4,20.301899999999996,2
CA-2016-129196,2016-11-01 00:00:00.000000,2016-11-07 00:00:00.000000,Standard Class,XP-21865,68.112,3,0.2,17.8794,1
US-2015-138716,2015-09-17 00:00:00.000000,2015-09-20 00:00:00.000000,First Class,CS-11845,25.032,3,0.2,7.8225,1
US-2016-122182,2016-03-10 00:00:00.000000,2016-03-14 00:00:00.000000,Standard Class,BD-11770,39.992,1,0.2,7.4985,1
US-2014-130358,2014-06-23 00:00:00.000000,2014-06-26 00:00:00.000000,First Class,DL-13330,23.119999999999997,10,0.4,2.1006,2
CA-2014-102673,2014-11-01 00:00:00.000000,2014-11-05 00:00:00.000000,Standard Class,KH-16630,1044.44,29,0.8,127.9659,4
CA-2016-145303,2016-08-28 00:00:00.000000,2016-08-31 00:00:00.000000,First Class,TP-21415,179.53680000000003,15,1.9200000000000002,-91.1114,3
CA-2015-156104,2015-12-06 00:00:00.000000,2015-12-08 00:00:00.000000,Second Class,NP-18685,999.98,2,0.0,449.991,1
US-2015-164308,2015-09-24 00:00:00.000000,2015-09-27 00:00:00.000000,First Class,SC-20680,821.94,6,0.0,213.7044,1
CA-2017-108112,2017-11-15 00:00:00.000000,2017-11-20 00:00:00.000000,Standard Class,DK-12895,559.2,8,0.4,55.016,2
CA-2015-100685,2015-12-19 00:00:00.000000,2015-12-21 00:00:00.000000,Second Class,SM-20950,128.36,9,0.0,60.4876,3
CA-2015-165414,2015-12-21 00:00:00.000000,2015-12-24 00:00:00.000000,First Class,LS-17245,47.976,3,0.2,4.7976,1
CA-2016-140417,2016-09-25 00:00:00.000000,2016-09-29 00:00:00.000000,Standard Class,KE-16420,65.07000000000001,10,0.8999999999999999,19.0026,2
US-2017-151316,2017-06-24 00:00:00.000000,2017-06-30 00:00:00.000000,Standard Class,MC-17635,193.266,6,1.0,-317.02950000000004,2
CA-2017-163692,2017-09-07 00:00:00.000000,2017-09-09 00:00:00.000000,First Class,Dp-13240,7.857,3,0.7,-6.0237,1
CA-2016-111913,2016-08-04 00:00:00.000000,2016-08-06 00:00:00.000000,Second Class,LC-16930,335.12,8,0.6000000000000001,41.2868,3
US-2014-156559,2014-08-19 00:00:00.000000,2014-08-26 00:00:00.000000,Standard Class,LH-16900,638.82,9,0.0,172.4814,1
CA-2016-161473,2016-04-01 00:00:00.000000,2016-04-05 00:00:00.000000,Standard Class,TB-21175,46.001999999999995,8,0.2,17.8854,3
CA-2017-166576,2017-05-16 00:00:00.000000,2017-05-18 00:00:00.000000,First Class,JM-15865,221.024,2,0.2,-55.256,1
CA-2015-102491,2015-08-24 00:00:00.000000,2015-08-28 00:00:00.000000,Standard Class,KW-16435,3747.9300000000003,14,0.0,1605.7021,3
CA-2014-116904,2014-09-23 00:00:00.000000,2014-09-28 00:00:00.000000,Standard Class,SC-20095,9900.19,17,0.0,4668.693499999999,4
US-2017-102288,2017-06-19 00:00:00.000000,2017-06-23 00:00:00.000000,Standard Class,ZC-21910,148.884,10,1.8,41.19,3
CA-2017-137456,2017-12-21 00:00:00.000000,2017-12-21 00:00:00.000000,Same Day,RB-19465,15.92,2,0.0,7.0048,1
US-2017-155999,2017-08-07 00:00:00.000000,2017-08-13 00:00:00.000000,Standard Class,JK-15370,173.72,7,0.4,22.639499999999998,2
US-2016-148334,2016-08-22 00:00:00.000000,2016-08-26 00:00:00.000000,Standard Class,DD-13570,4.312,2,0.8,-6.8992,1
CA-2015-105599,2015-09-07 00:00:00.000000,2015-09-07 00:00:00.000000,Same Day,MC-17275,41.374,5,0.4,-13.8847,2
CA-2015-153717,2015-12-25 00:00:00.000000,2016-01-01 00:00:00.000000,Standard Class,DL-13495,255.57999999999998,7,0.0,50.3498,4
CA-2015-116687,2015-05-02 00:00:00.000000,2015-05-07 00:00:00.000000,Standard Class,NC-18625,167.232,6,0.4,16.8468,2
CA-2016-163573,2016-11-24 00:00:00.000000,2016-11-27 00:00:00.000000,First Class,AC-10450,1219.96,5,0.2,381.2375,1
CA-2015-153416,2015-11-24 00:00:00.000000,2015-11-29 00:00:00.000000,Standard Class,TS-21340,568.86,20,0.4,94.60679999999999,4
CA-2017-117394,2017-09-04 00:00:00.000000,2017-09-10 00:00:00.000000,Standard Class,MM-17920,19.04,4,0.2,-1.428,1
CA-2017-133823,2017-05-11 00:00:00.000000,2017-05-12 00:00:00.000000,Same Day,LP-17080,101.062,11,0.2,43.951899999999995,3
CA-2014-127523,2014-05-11 00:00:00.000000,2014-05-18 00:00:00.000000,Standard Class,BG-11695,35.91,3,0.0,9.6957,1
CA-2017-123239,2017-07-27 00:00:00.000000,2017-07-31 00:00:00.000000,Second Class,MG-18145,91.032,3,0.2,-2.2758,1
CA-2017-156769,2017-05-06 00:00:00.000000,2017-05-09 00:00:00.000000,First Class,GZ-14470,54.66,6,0.0,18.0378,1
CA-2014-127299,2014-09-19 00:00:00.000000,2014-09-24 00:00:00.000000,Standard Class,JL-15835,2692.329,9,0.7,-937.4184,2
CA-2015-121272,2015-03-29 00:00:00.000000,2015-04-04 00:00:00.000000,Standard Class,DO-13435,73.28,4,0.0,21.2512,1
CA-2014-115336,2014-11-18 00:00:00.000000,2014-11-25 00:00:00.000000,Standard Class,AB-10600,14.48,5,0.8,-23.892,1
CA-2015-111703,2015-07-02 00:00:00.000000,2015-07-09 00:00:00.000000,Standard Class,KB-16315,27.503999999999998,6,0.4,9.6714,2
CA-2014-128839,2014-09-08 00:00:00.000000,2014-09-13 00:00:00.000000,Standard Class,TT-21070,254.97,12,0.0,111.8871,2
CA-2017-105914,2017-10-02 00:00:00.000000,2017-10-08 00:00:00.000000,Standard Class,PV-18985,1687.2600000000002,12,0.2,246.8132,2
CA-2017-110926,2017-11-19 00:00:00.000000,2017-11-23 00:00:00.000000,Standard Class,DD-13570,25.06,7,0.0,12.53,1
CA-2016-117226,2016-12-30 00:00:00.000000,2017-01-01 00:00:00.000000,First Class,KD-16495,6.924,6,0.8,-10.386,1
CA-2017-127313,2017-12-01 00:00:00.000000,2017-12-04 00:00:00.000000,First Class,RA-19285,116.512,8,0.4,16.183,2
CA-2016-136287,2016-06-13 00:00:00.000000,2016-06-17 00:00:00.000000,Standard Class,SS-20590,18.9,3,0.0,8.694,1
US-2014-107699,2014-05-19 00:00:00.000000,2014-05-23 00:00:00.000000,Standard Class,JH-15820,57.42,9,0.0,26.4132,1
CA-2017-112725,2017-01-30 00:00:00.000000,2017-02-06 00:00:00.000000,Standard Class,EH-14125,142.344,11,0.2,-5.473800000000001,3
CA-2015-136196,2015-11-28 00:00:00.000000,2015-12-04 00:00:00.000000,Standard Class,TP-21415,322.59,3,0.0,64.518,1
CA-2017-106068,2017-10-23 00:00:00.000000,2017-10-28 00:00:00.000000,Standard Class,RB-19330,337.81800000000004,9,1.4,-74.30619999999999,4
CA-2017-100160,2017-09-07 00:00:00.000000,2017-09-11 00:00:00.000000,Standard Class,CB-12025,49.688,11,0.6000000000000001,16.9641,3
CA-2016-139689,2016-12-29 00:00:00.000000,2017-01-03 00:00:00.000000,Standard Class,MP-17965,40.896,7,1.4,-29.8968,2
CA-2015-101091,2015-12-05 00:00:00.000000,2015-12-09 00:00:00.000000,Second Class,SW-20245,74.048,8,0.8999999999999999,-19.3826,2
CA-2014-126907,2014-11-01 00:00:00.000000,2014-11-08 00:00:00.000000,Standard Class,SM-20950,15.696,3,0.2,5.1012,1
US-2016-164588,2016-04-16 00:00:00.000000,2016-04-23 00:00:00.000000,Standard Class,AP-10915,12.84,3,0.0,3.7236,1
CA-2017-115546,2017-05-14 00:00:00.000000,2017-05-18 00:00:00.000000,Standard Class,AH-10465,562.5500000000001,5,0.0,140.8633,2
CA-2015-163587,2015-03-14 00:00:00.000000,2015-03-18 00:00:00.000000,Standard Class,EP-13915,688.46,7,0.0,323.411,2
US-2017-106131,2017-01-14 00:00:00.000000,2017-01-16 00:00:00.000000,First Class,TP-21565,337.688,16,0.4,-0.03850000000000087,2
CA-2015-160213,2015-03-08 00:00:00.000000,2015-03-13 00:00:00.000000,Standard Class,AR-10825,19.44,3,0.0,9.3312,1
CA-2014-157924,2014-10-11 00:00:00.000000,2014-10-13 00:00:00.000000,First Class,HA-14920,465.488,6,0.2,-56.736000000000004,2
CA-2015-100216,2015-04-13 00:00:00.000000,2015-04-14 00:00:00.000000,First Class,HJ-14875,85.92,9,0.4,28.7016,2
CA-2017-100601,2017-11-16 00:00:00.000000,2017-11-20 00:00:00.000000,Standard Class,JK-15370,48.86,7,0.0,0.9772,1
CA-2016-152163,2016-07-01 00:00:00.000000,2016-07-01 00:00:00.000000,Same Day,JF-15355,85.5,6,0.0,40.756,3
CA-2015-154340,2015-11-29 00:00:00.000000,2015-11-30 00:00:00.000000,First Class,EK-13795,56.3,2,0.0,15.764,1
CA-2014-128846,2014-04-07 00:00:00.000000,2014-04-12 00:00:00.000000,Standard Class,RS-19765,752.9200000000001,8,0.0,224.0423,2
CA-2016-148593,2016-06-16 00:00:00.000000,2016-06-18 00:00:00.000000,Second Class,BD-11320,46.35,5,0.0,21.7845,1
US-2017-119039,2017-03-06 00:00:00.000000,2017-03-10 00:00:00.000000,Standard Class,BF-11170,14.976,9,0.2,5.4288,1
CA-2017-128426,2017-10-07 00:00:00.000000,2017-10-11 00:00:00.000000,Standard Class,JK-15730,4.24,5,0.8,-6.36,1
US-2017-136868,2017-10-06 00:00:00.000000,2017-10-12 00:00:00.000000,Standard Class,CR-12820,681.9100000000001,10,0.0,133.2009,3
CA-2016-143749,2016-12-05 00:00:00.000000,2016-12-07 00:00:00.000000,First Class,AG-10300,81.94,1,0.0,20.485,1
CA-2016-111493,2016-10-21 00:00:00.000000,2016-10-22 00:00:00.000000,First Class,CM-12160,98.16,6,0.0,9.816,1
CA-2017-112536,2017-05-18 00:00:00.000000,2017-05-23 00:00:00.000000,Standard Class,SG-20890,17.798000000000002,10,1.8,-13.278500000000001,3
CA-2016-157714,2016-09-26 00:00:00.000000,2016-10-01 00:00:00.000000,Second Class,CS-12175,9.99,1,0.0,4.4955,1
CA-2017-166709,2017-11-17 00:00:00.000000,2017-11-22 00:00:00.000000,Standard Class,HL-15040,10499.97,3,0.0,5039.9856,1
CA-2015-129392,2015-07-08 00:00:00.000000,2015-07-08 00:00:00.000000,Same Day,DM-13015,21.12,5,0.2,6.6,1
CA-2015-150875,2015-11-16 00:00:00.000000,2015-11-20 00:00:00.000000,Standard Class,HK-14890,1001.1959999999999,5,0.2,183.03480000000002,2
CA-2015-154200,2015-06-18 00:00:00.000000,2015-06-22 00:00:00.000000,Standard Class,BG-11740,51.98,2,0.0,15.0742,1
CA-2016-124233,2016-04-08 00:00:00.000000,2016-04-14 00:00:00.000000,Standard Class,CK-12595,24.7,5,0.0,10.374,1
US-2015-134271,2015-04-18 00:00:00.000000,2015-04-23 00:00:00.000000,Second Class,RF-19735,21.93,3,0.0,10.3071,1
US-2016-161683,2016-12-03 00:00:00.000000,2016-12-08 00:00:00.000000,Standard Class,CJ-12010,413.008,8,0.8999999999999999,79.2152,2
CA-2015-143105,2015-12-10 00:00:00.000000,2015-12-10 00:00:00.000000,Same Day,MA-17560,1033.234,16,0.2,357.36310000000003,4
CA-2014-145387,2014-10-31 00:00:00.000000,2014-11-02 00:00:00.000000,Second Class,AM-10705,2116.5060000000003,20,0.3,472.0844000000001,7
CA-2017-109715,2017-12-09 00:00:00.000000,2017-12-14 00:00:00.000000,Standard Class,AH-10585,15.984,2,0.2,4.995,1
CA-2014-166457,2014-05-05 00:00:00.000000,2014-05-09 00:00:00.000000,Second Class,PF-19120,40.54,7,0.0,17.6846,3
CA-2016-164637,2016-03-04 00:00:00.000000,2016-03-08 00:00:00.000000,Standard Class,RD-19480,128.4,3,0.0,64.2,1
CA-2014-103590,2014-11-30 00:00:00.000000,2014-12-04 00:00:00.000000,Standard Class,JL-15505,62.28,4,0.0,29.2716,1
CA-2015-111234,2015-02-18 00:00:00.000000,2015-02-22 00:00:00.000000,Standard Class,AB-10600,9.24,3,0.0,4.4352,1
CA-2017-149881,2017-04-01 00:00:00.000000,2017-04-03 00:00:00.000000,First Class,NC-18535,5282.648,10,0.35,445.1748,2
CA-2017-134565,2017-06-11 00:00:00.000000,2017-06-13 00:00:00.000000,Second Class,TB-21400,719.408,18,0.4,197.93849999999998,5
CA-2016-108644,2016-09-30 00:00:00.000000,2016-10-03 00:00:00.000000,First Class,SJ-20215,1.964,2,0.8,-3.2406,1
US-2014-102631,2014-12-13 00:00:00.000000,2014-12-17 00:00:00.000000,Standard Class,EB-13840,94.428,3,0.6,-42.4926,1
CA-2017-120327,2017-11-11 00:00:00.000000,2017-11-16 00:00:00.000000,Standard Class,WB-21850,45.92,4,0.0,21.5824,1
CA-2015-154970,2015-01-05 00:00:00.000000,2015-01-10 00:00:00.000000,Standard Class,SR-20740,61.584,1,0.2,-6.9282,1
CA-2016-113803,2016-03-24 00:00:00.000000,2016-03-26 00:00:00.000000,First Class,VG-21805,22.48,1,0.0,10.3408,1
CA-2017-100223,2017-07-05 00:00:00.000000,2017-07-10 00:00:00.000000,Standard Class,LS-16945,396.394,28,2.5999999999999996,-359.7987,5
CA-2014-168823,2014-09-21 00:00:00.000000,2014-09-24 00:00:00.000000,First Class,MA-17560,32.16,12,0.4,11.1378,2
CA-2016-162404,2016-07-23 00:00:00.000000,2016-07-27 00:00:00.000000,Standard Class,NF-18475,11.416,4,0.8,-18.8364,1
CA-2017-104024,2017-08-29 00:00:00.000000,2017-09-03 00:00:00.000000,Second Class,MD-17860,9.408,7,0.2,0.7056,1
CA-2017-147144,2017-03-26 00:00:00.000000,2017-03-28 00:00:00.000000,First Class,MZ-17335,19.83,1,0.0,5.949,1
CA-2017-158673,2017-12-29 00:00:00.000000,2018-01-04 00:00:00.000000,Standard Class,KB-16600,209.7,2,0.0,100.656,1
CA-2014-133704,2014-09-20 00:00:00.000000,2014-09-26 00:00:00.000000,Standard Class,MA-17995,64.152,7,0.2,18.433799999999998,2
CA-2016-159142,2016-04-04 00:00:00.000000,2016-04-05 00:00:00.000000,First Class,ME-17320,177.78,6,0.0,19.0695,2
CA-2014-138436,2014-03-26 00:00:00.000000,2014-03-30 00:00:00.000000,Standard Class,JD-15895,66.3,3,0.0,8.619,1
CA-2017-117702,2017-11-28 00:00:00.000000,2017-12-04 00:00:00.000000,Standard Class,LS-16975,1071.7400000000002,11,0.0,281.054,3
CA-2016-157336,2016-12-01 00:00:00.000000,2016-12-05 00:00:00.000000,Second Class,SJ-20500,840.0,10,0.0,190.9008,2
CA-2014-168130,2014-09-19 00:00:00.000000,2014-09-19 00:00:00.000000,Same Day,BS-11365,887.103,7,0.1,177.4206,1
CA-2015-155068,2015-10-23 00:00:00.000000,2015-10-23 00:00:00.000000,Same Day,RA-19285,78.456,11,0.6000000000000001,-9.9809,3
CA-2017-163160,2017-10-13 00:00:00.000000,2017-10-16 00:00:00.000000,First Class,TS-21610,170.572,10,1.6,-131.409,3
CA-2015-101924,2015-09-04 00:00:00.000000,2015-09-09 00:00:00.000000,Standard Class,KB-16585,9.762,2,0.7,-6.8334,1
CA-2016-124793,2016-03-14 00:00:00.000000,2016-03-16 00:00:00.000000,First Class,MM-18280,196.784,2,0.2,-22.1382,1
CA-2017-118367,2017-10-28 00:00:00.000000,2017-11-02 00:00:00.000000,Second Class,LO-17170,47.98,2,0.0,23.99,1
CA-2017-164819,2017-10-15 00:00:00.000000,2017-10-19 00:00:00.000000,Second Class,RS-19420,13.05,5,0.0,6.003,1
CA-2017-158344,2017-08-07 00:00:00.000000,2017-08-11 00:00:00.000000,Standard Class,CC-12475,63.96,4,0.0,19.8276,1
CA-2017-123351,2017-09-21 00:00:00.000000,2017-09-25 00:00:00.000000,Standard Class,KT-16480,80.48,1,0.0,24.144,1
CA-2017-110429,2017-11-03 00:00:00.000000,2017-11-08 00:00:00.000000,Standard Class,DM-13015,11.673,3,0.7,-7.782,1
US-2016-131611,2016-11-05 00:00:00.000000,2016-11-09 00:00:00.000000,Standard Class,EP-13915,2007.9048,26,2.4200000000000004,-366.6311,5
US-2017-124821,2017-06-25 00:00:00.000000,2017-06-29 00:00:00.000000,Second Class,AM-10705,871.4,4,0.0,148.138,1
CA-2015-166975,2015-11-26 00:00:00.000000,2015-11-30 00:00:00.000000,Standard Class,SH-20635,692.472,11,0.2,190.4298,1
