sales_key,row_id,order_id,order_date_key,ship_date_key,customer_key,product_key,store_key,shipmode_key,sales,quantity,discount,profit
23963,5991,US-2017-163300,20170915,20170921,302,1179,2,NULL,2357.49,7,0.20,884.0580
23964,5991,US-2017-163300,20170915,20170921,302,1179,1,NULL,2357.49,7,0.20,884.0580
23965,5992,US-2017-163300,20170915,20170921,302,195,4,NULL,369.54,7,0.20,32.3351
23966,5992,US-2017-163300,20170915,20170921,302,195,3,NULL,369.54,7,0.20,32.3351
23967,5992,US-2017-163300,20170915,20170921,302,195,2,NULL,369.54,7,0.20,32.3351
23968,5992,US-2017-163300,20170915,20170921,302,195,1,NULL,369.54,7,0.20,32.3351
23969,5993,US-2017-163300,20170915,20170921,302,390,4,NULL,184.75,3,0.20,-20.7846
23970,5993,US-2017-163300,20170915,20170921,302,390,3,NULL,184.75,3,0.20,-20.7846
23971,5993,US-2017-163300,20170915,20170921,302,390,2,NULL,184.75,3,0.20,-20.7846
23972,5993,US-2017-163300,20170915,20170921,302,390,1,NULL,184.75,3,0.20,-20.7846
23973,5994,CA-2016-162187,20161211,20161211,375,721,4,NULL,64.96,5,0.20,-4.0600
23974,5994,CA-2016-162187,20161211,20161211,375,721,3,NULL,64.96,5,0.20,-4.0600
23975,5994,CA-2016-162187,20161211,20161211,375,721,2,NULL,64.96,5,0.20,-4.0600
23976,5994,CA-2016-162187,20161211,20161211,375,721,1,NULL,64.96,5,0.20,-4.0600
23977,5995,CA-2016-162187,20161211,20161211,375,1567,4,NULL,13.52,2,0.20,1.6900
23978,5995,CA-2016-162187,20161211,20161211,375,1567,3,NULL,13.52,2,0.20,1.6900
23979,5995,CA-2016-162187,20161211,20161211,375,1567,2,NULL,13.52,2,0.20,1.6900
23980,5995,CA-2016-162187,20161211,20161211,375,1567,1,NULL,13.52,2,0.20,1.6900
23981,5996,CA-2016-162187,20161211,20161211,375,1586,4,NULL,458.43,5,0.30,-137.5290
23982,5996,CA-2016-162187,20161211,20161211,375,1586,3,NULL,458.43,5,0.30,-137.5290
23983,5996,CA-2016-162187,20161211,20161211,375,1586,2,NULL,458.43,5,0.30,-137.5290
23984,5996,CA-2016-162187,20161211,20161211,375,1586,1,NULL,458.43,5,0.30,-137.5290
23985,5997,CA-2016-162187,20161211,20161211,375,644,4,NULL,387.14,4,0.20,24.1960
23986,5997,CA-2016-162187,20161211,20161211,375,644,3,NULL,387.14,4,0.20,24.1960
23987,5997,CA-2016-162187,20161211,20161211,375,644,2,NULL,387.14,4,0.20,24.1960
23988,5997,CA-2016-162187,20161211,20161211,375,644,1,NULL,387.14,4,0.20,24.1960
23989,5998,CA-2016-162187,20161211,20161211,375,963,4,NULL,328.59,3,0.40,-147.8655
23990,5998,CA-2016-162187,20161211,20161211,375,963,3,NULL,328.59,3,0.40,-147.8655
23991,5998,CA-2016-162187,20161211,20161211,375,963,2,NULL,328.59,3,0.40,-147.8655
23992,5998,CA-2016-162187,20161211,20161211,375,963,1,NULL,328.59,3,0.40,-147.8655
23993,5999,US-2014-112991,20141210,20141214,65,902,4,NULL,338.35,3,0.20,4.2294
23994,5999,US-2014-112991,20141210,20141214,65,902,3,NULL,338.35,3,0.20,4.2294
23995,5999,US-2014-112991,20141210,20141214,65,902,2,NULL,338.35,3,0.20,4.2294
23996,5999,US-2014-112991,20141210,20141214,65,902,1,NULL,338.35,3,0.20,4.2294
23997,6000,US-2014-112991,20141210,20141214,65,713,4,NULL,25.92,4,0.00,12.4416
23998,6000,US-2014-112991,20141210,20141214,65,713,3,NULL,25.92,4,0.00,12.4416
23999,6000,US-2014-112991,20141210,20141214,65,713,2,NULL,25.92,4,0.00,12.4416
24000,6000,US-2014-112991,20141210,20141214,65,713,1,NULL,25.92,4,0.00,12.4416
24001,6001,US-2014-112991,20141210,20141214,65,394,4,NULL,91.36,4,0.00,42.0256
24002,6001,US-2014-112991,20141210,20141214,65,394,3,NULL,91.36,4,0.00,42.0256
24003,6001,US-2014-112991,20141210,20141214,65,394,2,NULL,91.36,4,0.00,42.0256
24004,6001,US-2014-112991,20141210,20141214,65,394,1,NULL,91.36,4,0.00,42.0256
24005,6002,CA-2014-124079,20141213,20141217,576,1143,4,NULL,87.96,3,0.20,7.6965
24006,6002,CA-2014-124079,20141213,20141217,576,1143,3,NULL,87.96,3,0.20,7.6965
24007,6002,CA-2014-124079,20141213,20141217,576,1143,2,NULL,87.96,3,0.20,7.6965
24008,6002,CA-2014-124079,20141213,20141217,576,1143,1,NULL,87.96,3,0.20,7.6965
24009,6003,CA-2014-124079,20141213,20141217,576,531,4,NULL,5.21,2,0.70,-4.1712
24010,6003,CA-2014-124079,20141213,20141217,576,531,3,NULL,5.21,2,0.70,-4.1712
24011,6003,CA-2014-124079,20141213,20141217,576,531,2,NULL,5.21,2,0.70,-4.1712
24012,6003,CA-2014-124079,20141213,20141217,576,531,1,NULL,5.21,2,0.70,-4.1712
24013,6004,US-2017-146878,20170921,20170927,298,103,4,NULL,12.29,1,0.70,-8.6058
24014,6004,US-2017-146878,20170921,20170927,298,103,3,NULL,12.29,1,0.70,-8.6058
24015,6004,US-2017-146878,20170921,20170927,298,103,2,NULL,12.29,1,0.70,-8.6058
24016,6004,US-2017-146878,20170921,20170927,298,103,1,NULL,12.29,1,0.70,-8.6058
24017,6005,CA-2017-107244,20170907,20170911,370,628,4,NULL,19.76,4,0.00,8.2992
24018,6005,CA-2017-107244,20170907,20170911,370,628,3,NULL,19.76,4,0.00,8.2992
24019,6005,CA-2017-107244,20170907,20170911,370,628,2,NULL,19.76,4,0.00,8.2992
24020,6005,CA-2017-107244,20170907,20170911,370,628,1,NULL,19.76,4,0.00,8.2992
24021,6006,CA-2015-100657,20151102,20151107,574,1535,4,NULL,109.76,2,0.10,8.5372
24022,6006,CA-2015-100657,20151102,20151107,574,1535,3,NULL,109.76,2,0.10,8.5372
24023,6006,CA-2015-100657,20151102,20151107,574,1535,2,NULL,109.76,2,0.10,8.5372
24024,6006,CA-2015-100657,20151102,20151107,574,1535,1,NULL,109.76,2,0.10,8.5372
24025,6007,CA-2017-129581,20171211,20171218,472,1301,4,NULL,128.85,3,0.00,3.8655
24026,6007,CA-2017-129581,20171211,20171218,472,1301,3,NULL,128.85,3,0.00,3.8655
24027,6007,CA-2017-129581,20171211,20171218,472,1301,2,NULL,128.85,3,0.00,3.8655
24028,6007,CA-2017-129581,20171211,20171218,472,1301,1,NULL,128.85,3,0.00,3.8655
24029,6008,CA-2017-129028,20170401,20170403,335,102,4,NULL,127.95,3,0.00,21.7515
24030,6008,CA-2017-129028,20170401,20170403,335,102,3,NULL,127.95,3,0.00,21.7515
24031,6008,CA-2017-129028,20170401,20170403,335,102,2,NULL,127.95,3,0.00,21.7515
24032,6008,CA-2017-129028,20170401,20170403,335,102,1,NULL,127.95,3,0.00,21.7515
24033,6009,CA-2015-135580,20151230,20160103,53,1139,4,NULL,68.52,3,0.00,31.5192
24034,6009,CA-2015-135580,20151230,20160103,53,1139,3,NULL,68.52,3,0.00,31.5192
24035,6009,CA-2015-135580,20151230,20160103,53,1139,2,NULL,68.52,3,0.00,31.5192
24036,6009,CA-2015-135580,20151230,20160103,53,1139,1,NULL,68.52,3,0.00,31.5192
24037,6010,CA-2015-135580,20151230,20160103,53,353,4,NULL,74.94,3,0.00,14.2386
24038,6010,CA-2015-135580,20151230,20160103,53,353,3,NULL,74.94,3,0.00,14.2386
24039,6010,CA-2015-135580,20151230,20160103,53,353,2,NULL,74.94,3,0.00,14.2386
24040,6010,CA-2015-135580,20151230,20160103,53,353,1,NULL,74.94,3,0.00,14.2386
24041,6011,CA-2015-135580,20151230,20160103,53,669,4,NULL,2548.56,6,0.20,286.7130
24042,6011,CA-2015-135580,20151230,20160103,53,669,3,NULL,2548.56,6,0.20,286.7130
24043,6011,CA-2015-135580,20151230,20160103,53,669,2,NULL,2548.56,6,0.20,286.7130
24044,6011,CA-2015-135580,20151230,20160103,53,669,1,NULL,2548.56,6,0.20,286.7130
24045,6012,CA-2015-135580,20151230,20160103,53,232,4,NULL,271.44,3,0.00,122.1480
24046,6012,CA-2015-135580,20151230,20160103,53,232,3,NULL,271.44,3,0.00,122.1480
24047,6012,CA-2015-135580,20151230,20160103,53,232,2,NULL,271.44,3,0.00,122.1480
24048,6012,CA-2015-135580,20151230,20160103,53,232,1,NULL,271.44,3,0.00,122.1480
24049,6013,CA-2015-135580,20151230,20160103,53,1192,4,NULL,287.88,3,0.20,35.9850
24050,6013,CA-2015-135580,20151230,20160103,53,1192,3,NULL,287.88,3,0.20,35.9850
24051,6013,CA-2015-135580,20151230,20160103,53,1192,2,NULL,287.88,3,0.20,35.9850
24052,6013,CA-2015-135580,20151230,20160103,53,1192,1,NULL,287.88,3,0.20,35.9850
24053,6014,CA-2016-159016,20160310,20160311,581,1103,4,NULL,14.90,5,0.00,7.1520
24054,6014,CA-2016-159016,20160310,20160311,581,1103,3,NULL,14.90,5,0.00,7.1520
24055,6014,CA-2016-159016,20160310,20160311,581,1103,2,NULL,14.90,5,0.00,7.1520
24056,6014,CA-2016-159016,20160310,20160311,581,1103,1,NULL,14.90,5,0.00,7.1520
24057,6015,CA-2016-159016,20160310,20160311,581,1149,4,NULL,4158.91,8,0.20,363.9048
24058,6015,CA-2016-159016,20160310,20160311,581,1149,3,NULL,4158.91,8,0.20,363.9048
24059,6015,CA-2016-159016,20160310,20160311,581,1149,2,NULL,4158.91,8,0.20,363.9048
24060,6015,CA-2016-159016,20160310,20160311,581,1149,1,NULL,4158.91,8,0.20,363.9048
24061,6016,CA-2014-102652,20140406,20140412,673,1763,4,NULL,91.96,2,0.00,15.6332
24062,6016,CA-2014-102652,20140406,20140412,673,1763,3,NULL,91.96,2,0.00,15.6332
24063,6016,CA-2014-102652,20140406,20140412,673,1763,2,NULL,91.96,2,0.00,15.6332
24064,6016,CA-2014-102652,20140406,20140412,673,1763,1,NULL,91.96,2,0.00,15.6332
24065,6017,CA-2014-102652,20140406,20140412,673,284,4,NULL,33.11,7,0.00,12.9129
24066,6017,CA-2014-102652,20140406,20140412,673,284,3,NULL,33.11,7,0.00,12.9129
24067,6017,CA-2014-102652,20140406,20140412,673,284,2,NULL,33.11,7,0.00,12.9129
24068,6017,CA-2014-102652,20140406,20140412,673,284,1,NULL,33.11,7,0.00,12.9129
24069,6018,CA-2014-102652,20140406,20140412,673,1166,4,NULL,19.44,3,0.00,9.3312
24070,6018,CA-2014-102652,20140406,20140412,673,1166,3,NULL,19.44,3,0.00,9.3312
24071,6018,CA-2014-102652,20140406,20140412,673,1166,2,NULL,19.44,3,0.00,9.3312
24072,6018,CA-2014-102652,20140406,20140412,673,1166,1,NULL,19.44,3,0.00,9.3312
24073,6019,CA-2014-102652,20140406,20140412,673,1487,4,NULL,55.48,1,0.00,26.6304
24074,6019,CA-2014-102652,20140406,20140412,673,1487,3,NULL,55.48,1,0.00,26.6304
24075,6019,CA-2014-102652,20140406,20140412,673,1487,2,NULL,55.48,1,0.00,26.6304
24076,6019,CA-2014-102652,20140406,20140412,673,1487,1,NULL,55.48,1,0.00,26.6304
24077,6020,CA-2014-152422,20141005,20141010,632,10,4,NULL,91.92,5,0.20,11.4900
24078,6020,CA-2014-152422,20141005,20141010,632,10,3,NULL,91.92,5,0.20,11.4900
24079,6020,CA-2014-152422,20141005,20141010,632,10,2,NULL,91.92,5,0.20,11.4900
24080,6020,CA-2014-152422,20141005,20141010,632,10,1,NULL,91.92,5,0.20,11.4900
24081,6021,US-2016-156692,20160813,20160813,644,1296,4,NULL,17.34,2,0.00,4.6818
24082,6021,US-2016-156692,20160813,20160813,644,1296,3,NULL,17.34,2,0.00,4.6818
24083,6021,US-2016-156692,20160813,20160813,644,1296,2,NULL,17.34,2,0.00,4.6818
24084,6021,US-2016-156692,20160813,20160813,644,1296,1,NULL,17.34,2,0.00,4.6818
24085,6022,US-2016-156692,20160813,20160813,644,358,4,NULL,71.98,2,0.00,15.1158
24086,6022,US-2016-156692,20160813,20160813,644,358,3,NULL,71.98,2,0.00,15.1158
24087,6022,US-2016-156692,20160813,20160813,644,358,2,NULL,71.98,2,0.00,15.1158
24088,6022,US-2016-156692,20160813,20160813,644,358,1,NULL,71.98,2,0.00,15.1158
24089,6023,CA-2014-130869,20141117,20141121,91,112,4,NULL,7.08,3,0.20,2.4780
24090,6023,CA-2014-130869,20141117,20141121,91,112,3,NULL,7.08,3,0.20,2.4780
24091,6023,CA-2014-130869,20141117,20141121,91,112,2,NULL,7.08,3,0.20,2.4780
24092,6023,CA-2014-130869,20141117,20141121,91,112,1,NULL,7.08,3,0.20,2.4780
24093,6024,US-2017-128832,20170424,20170427,323,1068,4,NULL,69.98,2,0.00,4.8986
24094,6024,US-2017-128832,20170424,20170427,323,1068,3,NULL,69.98,2,0.00,4.8986
24095,6024,US-2017-128832,20170424,20170427,323,1068,2,NULL,69.98,2,0.00,4.8986
24096,6024,US-2017-128832,20170424,20170427,323,1068,1,NULL,69.98,2,0.00,4.8986
24097,6025,CA-2017-139717,20170824,20170826,662,1726,4,NULL,646.27,8,0.20,64.6272
24098,6025,CA-2017-139717,20170824,20170826,662,1726,3,NULL,646.27,8,0.20,64.6272
24099,6025,CA-2017-139717,20170824,20170826,662,1726,2,NULL,646.27,8,0.20,64.6272
24100,6025,CA-2017-139717,20170824,20170826,662,1726,1,NULL,646.27,8,0.20,64.6272
24101,6026,CA-2017-139717,20170824,20170826,662,728,4,NULL,10.37,2,0.20,3.7584
24102,6026,CA-2017-139717,20170824,20170826,662,728,3,NULL,10.37,2,0.20,3.7584
24103,6026,CA-2017-139717,20170824,20170826,662,728,2,NULL,10.37,2,0.20,3.7584
24104,6026,CA-2017-139717,20170824,20170826,662,728,1,NULL,10.37,2,0.20,3.7584
24105,6027,CA-2017-136007,20170223,20170302,557,1472,4,NULL,8.40,5,0.00,0.3360
24106,6027,CA-2017-136007,20170223,20170302,557,1472,3,NULL,8.40,5,0.00,0.3360
24107,6027,CA-2017-136007,20170223,20170302,557,1472,2,NULL,8.40,5,0.00,0.3360
24108,6027,CA-2017-136007,20170223,20170302,557,1472,1,NULL,8.40,5,0.00,0.3360
24109,6028,CA-2017-136007,20170223,20170302,557,832,4,NULL,71.96,5,0.20,25.1860
24110,6028,CA-2017-136007,20170223,20170302,557,832,3,NULL,71.96,5,0.20,25.1860
24111,6028,CA-2017-136007,20170223,20170302,557,832,2,NULL,71.96,5,0.20,25.1860
24112,6028,CA-2017-136007,20170223,20170302,557,832,1,NULL,71.96,5,0.20,25.1860
24113,6029,CA-2016-157364,20161119,20161121,300,685,4,NULL,18.48,2,0.20,6.0060
24114,6029,CA-2016-157364,20161119,20161121,300,685,3,NULL,18.48,2,0.20,6.0060
24115,6029,CA-2016-157364,20161119,20161121,300,685,2,NULL,18.48,2,0.20,6.0060
24116,6029,CA-2016-157364,20161119,20161121,300,685,1,NULL,18.48,2,0.20,6.0060
24117,6030,US-2016-112970,20161114,20161115,622,951,4,NULL,9.84,3,0.00,2.8536
24118,6030,US-2016-112970,20161114,20161115,622,951,3,NULL,9.84,3,0.00,2.8536
24119,6030,US-2016-112970,20161114,20161115,622,951,2,NULL,9.84,3,0.00,2.8536
24120,6030,US-2016-112970,20161114,20161115,622,951,1,NULL,9.84,3,0.00,2.8536
24121,6031,US-2017-152492,20170706,20170706,739,1181,4,NULL,239.24,1,0.20,23.9240
24122,6031,US-2017-152492,20170706,20170706,739,1181,3,NULL,239.24,1,0.20,23.9240
24123,6031,US-2017-152492,20170706,20170706,739,1181,2,NULL,239.24,1,0.20,23.9240
24124,6031,US-2017-152492,20170706,20170706,739,1181,1,NULL,239.24,1,0.20,23.9240
24125,6032,CA-2016-101168,20161225,20170101,165,1227,4,NULL,21.12,4,0.00,6.5472
24126,6032,CA-2016-101168,20161225,20170101,165,1227,3,NULL,21.12,4,0.00,6.5472
24127,6032,CA-2016-101168,20161225,20170101,165,1227,2,NULL,21.12,4,0.00,6.5472
24128,6032,CA-2016-101168,20161225,20170101,165,1227,1,NULL,21.12,4,0.00,6.5472
24129,6033,CA-2017-104010,20170423,20170425,144,134,4,NULL,54.90,5,0.00,15.3720
24130,6033,CA-2017-104010,20170423,20170425,144,134,3,NULL,54.90,5,0.00,15.3720
24131,6033,CA-2017-104010,20170423,20170425,144,134,2,NULL,54.90,5,0.00,15.3720
24132,6033,CA-2017-104010,20170423,20170425,144,134,1,NULL,54.90,5,0.00,15.3720
24133,6034,CA-2015-130253,20151214,20151218,453,1525,4,NULL,15.24,3,0.00,5.1816
24134,6034,CA-2015-130253,20151214,20151218,453,1525,3,NULL,15.24,3,0.00,5.1816
24135,6034,CA-2015-130253,20151214,20151218,453,1525,2,NULL,15.24,3,0.00,5.1816
24136,6034,CA-2015-130253,20151214,20151218,453,1525,1,NULL,15.24,3,0.00,5.1816
24137,6035,US-2015-155369,20150419,20150425,311,415,4,NULL,19.57,2,0.80,-52.8336
24138,6035,US-2015-155369,20150419,20150425,311,415,3,NULL,19.57,2,0.80,-52.8336
24139,6035,US-2015-155369,20150419,20150425,311,415,2,NULL,19.57,2,0.80,-52.8336
24140,6035,US-2015-155369,20150419,20150425,311,415,1,NULL,19.57,2,0.80,-52.8336
24141,6036,US-2015-155369,20150419,20150425,311,761,4,NULL,310.39,4,0.80,-512.1468
24142,6036,US-2015-155369,20150419,20150425,311,761,3,NULL,310.39,4,0.80,-512.1468
24143,6036,US-2015-155369,20150419,20150425,311,761,2,NULL,310.39,4,0.80,-512.1468
24144,6036,US-2015-155369,20150419,20150425,311,761,1,NULL,310.39,4,0.80,-512.1468
24145,6037,CA-2016-131205,20160904,20160908,732,379,4,NULL,42.60,3,0.00,16.6140
24146,6037,CA-2016-131205,20160904,20160908,732,379,3,NULL,42.60,3,0.00,16.6140
24147,6037,CA-2016-131205,20160904,20160908,732,379,2,NULL,42.60,3,0.00,16.6140
24148,6037,CA-2016-131205,20160904,20160908,732,379,1,NULL,42.60,3,0.00,16.6140
24149,6038,CA-2016-131205,20160904,20160908,732,413,4,NULL,113.94,6,0.00,54.6912
24150,6038,CA-2016-131205,20160904,20160908,732,413,3,NULL,113.94,6,0.00,54.6912
24151,6038,CA-2016-131205,20160904,20160908,732,413,2,NULL,113.94,6,0.00,54.6912
24152,6038,CA-2016-131205,20160904,20160908,732,413,1,NULL,113.94,6,0.00,54.6912
24153,6039,CA-2016-131205,20160904,20160908,732,572,4,NULL,129.92,4,0.00,5.1968
24154,6039,CA-2016-131205,20160904,20160908,732,572,3,NULL,129.92,4,0.00,5.1968
24155,6039,CA-2016-131205,20160904,20160908,732,572,2,NULL,129.92,4,0.00,5.1968
24156,6039,CA-2016-131205,20160904,20160908,732,572,1,NULL,129.92,4,0.00,5.1968
24157,6040,CA-2016-131205,20160904,20160908,732,1274,4,NULL,5.28,3,0.00,2.5344
24158,6040,CA-2016-131205,20160904,20160908,732,1274,3,NULL,5.28,3,0.00,2.5344
24159,6040,CA-2016-131205,20160904,20160908,732,1274,2,NULL,5.28,3,0.00,2.5344
24160,6040,CA-2016-131205,20160904,20160908,732,1274,1,NULL,5.28,3,0.00,2.5344
24161,6041,CA-2017-122364,20170924,20170929,136,1119,4,NULL,859.20,3,0.20,75.1800
24162,6041,CA-2017-122364,20170924,20170929,136,1119,3,NULL,859.20,3,0.20,75.1800
24163,6041,CA-2017-122364,20170924,20170929,136,1119,2,NULL,859.20,3,0.20,75.1800
24164,6041,CA-2017-122364,20170924,20170929,136,1119,1,NULL,859.20,3,0.20,75.1800
24165,6042,CA-2017-122364,20170924,20170929,136,1771,4,NULL,506.28,3,0.20,177.1980
24166,6042,CA-2017-122364,20170924,20170929,136,1771,3,NULL,506.28,3,0.20,177.1980
24167,6042,CA-2017-122364,20170924,20170929,136,1771,2,NULL,506.28,3,0.20,177.1980
24168,6042,CA-2017-122364,20170924,20170929,136,1771,1,NULL,506.28,3,0.20,177.1980
24169,6043,CA-2016-117912,20160204,20160208,15,1105,4,NULL,14.37,2,0.20,3.9512
24170,6043,CA-2016-117912,20160204,20160208,15,1105,3,NULL,14.37,2,0.20,3.9512
24171,6043,CA-2016-117912,20160204,20160208,15,1105,2,NULL,14.37,2,0.20,3.9512
24172,6043,CA-2016-117912,20160204,20160208,15,1105,1,NULL,14.37,2,0.20,3.9512
24173,6044,CA-2017-145702,20170519,20170524,341,542,4,NULL,314.35,3,0.20,-35.3646
24174,6044,CA-2017-145702,20170519,20170524,341,542,3,NULL,314.35,3,0.20,-35.3646
24175,6044,CA-2017-145702,20170519,20170524,341,542,2,NULL,314.35,3,0.20,-35.3646
24176,6044,CA-2017-145702,20170519,20170524,341,542,1,NULL,314.35,3,0.20,-35.3646
24177,6045,CA-2017-145702,20170519,20170524,341,1051,4,NULL,27.89,7,0.20,10.1094
24178,6045,CA-2017-145702,20170519,20170524,341,1051,3,NULL,27.89,7,0.20,10.1094
24179,6045,CA-2017-145702,20170519,20170524,341,1051,2,NULL,27.89,7,0.20,10.1094
24180,6045,CA-2017-145702,20170519,20170524,341,1051,1,NULL,27.89,7,0.20,10.1094
24181,6046,CA-2015-113215,20150903,20150908,435,1072,4,NULL,238.15,3,0.20,89.3070
24182,6046,CA-2015-113215,20150903,20150908,435,1072,3,NULL,238.15,3,0.20,89.3070
24183,6046,CA-2015-113215,20150903,20150908,435,1072,2,NULL,238.15,3,0.20,89.3070
24184,6046,CA-2015-113215,20150903,20150908,435,1072,1,NULL,238.15,3,0.20,89.3070
24185,6047,CA-2016-154662,20160609,20160616,683,1745,4,NULL,692.94,3,0.00,173.2350
24186,6047,CA-2016-154662,20160609,20160616,683,1745,3,NULL,692.94,3,0.00,173.2350
24187,6047,CA-2016-154662,20160609,20160616,683,1745,2,NULL,692.94,3,0.00,173.2350
24188,6047,CA-2016-154662,20160609,20160616,683,1745,1,NULL,692.94,3,0.00,173.2350
24189,6048,CA-2015-105571,20151107,20151111,292,571,4,NULL,16.15,9,0.70,-12.9168
24190,6048,CA-2015-105571,20151107,20151111,292,571,3,NULL,16.15,9,0.70,-12.9168
24191,6048,CA-2015-105571,20151107,20151111,292,571,2,NULL,16.15,9,0.70,-12.9168
24192,6048,CA-2015-105571,20151107,20151111,292,571,1,NULL,16.15,9,0.70,-12.9168
24193,6049,CA-2015-105571,20151107,20151111,292,1177,4,NULL,1345.49,5,0.70,-1031.5385
24194,6049,CA-2015-105571,20151107,20151111,292,1177,3,NULL,1345.49,5,0.70,-1031.5385
24195,6049,CA-2015-105571,20151107,20151111,292,1177,2,NULL,1345.49,5,0.70,-1031.5385
24196,6049,CA-2015-105571,20151107,20151111,292,1177,1,NULL,1345.49,5,0.70,-1031.5385
24197,6050,CA-2016-152765,20160615,20160618,202,1694,4,NULL,173.49,7,0.20,54.2150
24198,6050,CA-2016-152765,20160615,20160618,202,1694,3,NULL,173.49,7,0.20,54.2150
24199,6050,CA-2016-152765,20160615,20160618,202,1694,2,NULL,173.49,7,0.20,54.2150
24200,6050,CA-2016-152765,20160615,20160618,202,1694,1,NULL,173.49,7,0.20,54.2150
24201,6051,CA-2015-153878,20150425,20150430,773,333,4,NULL,57.75,5,0.00,16.1700
24202,6051,CA-2015-153878,20150425,20150430,773,333,3,NULL,57.75,5,0.00,16.1700
24203,6051,CA-2015-153878,20150425,20150430,773,333,2,NULL,57.75,5,0.00,16.1700
24204,6051,CA-2015-153878,20150425,20150430,773,333,1,NULL,57.75,5,0.00,16.1700
24205,6052,CA-2015-153878,20150425,20150430,773,1310,4,NULL,272.40,5,0.00,76.2720
24206,6052,CA-2015-153878,20150425,20150430,773,1310,3,NULL,272.40,5,0.00,76.2720
24207,6052,CA-2015-153878,20150425,20150430,773,1310,2,NULL,272.40,5,0.00,76.2720
24208,6052,CA-2015-153878,20150425,20150430,773,1310,1,NULL,272.40,5,0.00,76.2720
24209,6053,CA-2016-124016,20160923,20160926,186,1026,4,NULL,11.95,3,0.20,4.0338
24210,6053,CA-2016-124016,20160923,20160926,186,1026,3,NULL,11.95,3,0.20,4.0338
24211,6053,CA-2016-124016,20160923,20160926,186,1026,2,NULL,11.95,3,0.20,4.0338
24212,6053,CA-2016-124016,20160923,20160926,186,1026,1,NULL,11.95,3,0.20,4.0338
24213,6054,CA-2016-124016,20160923,20160926,186,1458,4,NULL,28.00,4,0.20,7.7000
24214,6054,CA-2016-124016,20160923,20160926,186,1458,3,NULL,28.00,4,0.20,7.7000
24215,6054,CA-2016-124016,20160923,20160926,186,1458,2,NULL,28.00,4,0.20,7.7000
24216,6054,CA-2016-124016,20160923,20160926,186,1458,1,NULL,28.00,4,0.20,7.7000
24217,6055,CA-2016-124016,20160923,20160926,186,700,4,NULL,12.20,7,0.70,-9.7608
24218,6055,CA-2016-124016,20160923,20160926,186,700,3,NULL,12.20,7,0.70,-9.7608
24219,6055,CA-2016-124016,20160923,20160926,186,700,2,NULL,12.20,7,0.70,-9.7608
24220,6055,CA-2016-124016,20160923,20160926,186,700,1,NULL,12.20,7,0.70,-9.7608
24221,6056,CA-2016-113551,20160818,20160820,174,1340,4,NULL,2.07,1,0.80,-3.4122
24222,6056,CA-2016-113551,20160818,20160820,174,1340,3,NULL,2.07,1,0.80,-3.4122
24223,6056,CA-2016-113551,20160818,20160820,174,1340,2,NULL,2.07,1,0.80,-3.4122
24224,6056,CA-2016-113551,20160818,20160820,174,1340,1,NULL,2.07,1,0.80,-3.4122
24225,6057,CA-2016-113551,20160818,20160820,174,1403,4,NULL,83.84,8,0.20,30.3920
24226,6057,CA-2016-113551,20160818,20160820,174,1403,3,NULL,83.84,8,0.20,30.3920
24227,6057,CA-2016-113551,20160818,20160820,174,1403,2,NULL,83.84,8,0.20,30.3920
24228,6057,CA-2016-113551,20160818,20160820,174,1403,1,NULL,83.84,8,0.20,30.3920
24229,6058,CA-2014-107524,20140302,20140308,608,153,4,NULL,11.36,2,0.00,5.3392
24230,6058,CA-2014-107524,20140302,20140308,608,153,3,NULL,11.36,2,0.00,5.3392
24231,6058,CA-2014-107524,20140302,20140308,608,153,2,NULL,11.36,2,0.00,5.3392
24232,6058,CA-2014-107524,20140302,20140308,608,153,1,NULL,11.36,2,0.00,5.3392
24233,6059,CA-2014-107524,20140302,20140308,608,58,4,NULL,36.40,5,0.00,17.4720
24234,6059,CA-2014-107524,20140302,20140308,608,58,3,NULL,36.40,5,0.00,17.4720
24235,6059,CA-2014-107524,20140302,20140308,608,58,2,NULL,36.40,5,0.00,17.4720
24236,6059,CA-2014-107524,20140302,20140308,608,58,1,NULL,36.40,5,0.00,17.4720
24237,6060,CA-2014-138072,20141230,20150103,316,1564,4,NULL,27.97,2,0.20,6.9920
24238,6060,CA-2014-138072,20141230,20150103,316,1564,3,NULL,27.97,2,0.20,6.9920
24239,6060,CA-2014-138072,20141230,20150103,316,1564,2,NULL,27.97,2,0.20,6.9920
24240,6060,CA-2014-138072,20141230,20150103,316,1564,1,NULL,27.97,2,0.20,6.9920
24241,6061,CA-2015-134201,20150410,20150416,259,842,4,NULL,142.04,4,0.00,38.3508
24242,6061,CA-2015-134201,20150410,20150416,259,842,3,NULL,142.04,4,0.00,38.3508
24243,6061,CA-2015-134201,20150410,20150416,259,842,2,NULL,142.04,4,0.00,38.3508
24244,6061,CA-2015-134201,20150410,20150416,259,842,1,NULL,142.04,4,0.00,38.3508
24245,6062,CA-2015-134201,20150410,20150416,259,283,4,NULL,14.67,3,0.00,6.0147
24246,6062,CA-2015-134201,20150410,20150416,259,283,3,NULL,14.67,3,0.00,6.0147
24247,6062,CA-2015-134201,20150410,20150416,259,283,2,NULL,14.67,3,0.00,6.0147
24248,6062,CA-2015-134201,20150410,20150416,259,283,1,NULL,14.67,3,0.00,6.0147
24249,6063,CA-2015-111780,20151225,20151230,268,852,4,NULL,1199.96,5,0.20,224.9925
